Name,Email,Mobile
"
            RENESIS INDUS.TRAINING INST.            560058
",renesis.iti@gmail.com,9418452429
"
            OUR OWN ENGLISH SCHOOL            560059
",awasthi35@yahoo.com,988256221
"
            M/S BRAJESHBARI INSTITUTE OF HOTEL            560069
",sachingill@gmail.com,9816794938
"
            S.M.EDUCATIONAL SOCIETY            560071
",srb.indora.546@gmail.com,
"
            GANPATI PRIVATE ITI            560075
",ganpatiprivateiti@gmail.com,
"
            YOGADA INSTITUTE OF HOSPITALITY            560076
",sang32in4@gmail.com,
"
            INDUSTRIAL TRAINING INSTITUTE            560012
",principalshamsi@yahoo.com,
"
            H.P.MAHILA KALYAN MANDAL            560027
",madhurveena007@gmail.com,941823936
"
            MA KASHMIRI VOCATIONAL TRAINING            560022
",biiranchi@yahoo.com,9857201715
"
            GRAMIN VOCATIONAL INSTITUTE            560026
",,9418182917
"
            GLOBAL VOCATIONAL TRAINING CENTRE,            560048
",,
"
            SARVODAYA PUBLIC SR.SEC. SCHOOL            560057
",pandoho60074@gmail.com,
"
            MA KASHMIRI VOCATIONAL TRAINING            560066
",,
"
            ARYAN GROUP OF INSTITUTION,            560074
",institute@gmail.com,9805366603
"
            MANAV KALYAN SEVA SAMITTEE            560002
",,
"
            SHIMLA            560052
",lauratesch93@hotmail.com,
"
            NAV CHETNA            560063
",navchetna253@gmail.com,9816917068
"
            DISTRICT INSTT. OF EDU. & TRG.            560006
",ssadiet_smr@bsnl.in,
"
            PRAGATI INSTT.OF VOCATIONAL            560041
",sharma_roshan@yahoo.co.in,941807904
"
            AKAL ACADEMY            560047
",aabshahib@rediffmail.com,9816033303
"
            INDUSTRIAL TRAINING INSTITUTE            560010
",,
"
            S.D.S.J. FOOD CRAFT TRAINING C            560034
",poonampine@satyam.net.in,9816130887
"
            ANAND BHARATIYA            560056
",,
"
            M.S.PANWAR COMMUNITY COLLEGE            560061
",director_mspicm@sify.com,921884883
"
            SHREE SAI INSTITUTE            560067
",kaundal@gmail.com,9816035640
"
            DOON INDUSTRIAL TRAINING INSTITUTE            560070
",oon@gmail.com,
"
            SARASWATI VOCATIONAL INSTITUTE            560072
",sssjainagar@gmail.com,
"
            BYTE INSTITUTE OF TECHNOLOGY            560073
",bhupender.raaz@gmail.com,
"
            Shiksha Bharti Voc. Trng. Inst            560004
",,
"
            SANYUKTA CHOUDHRI HIMOTKARSH WOMEN            560005
",ana@yahoo.com,9418461345
"
            ARYAN ITI(P)            560064
",,981614575
"
            MATA GANGA GIRL'S COLLEGE            660005
",mggctnt@rediffmail.com,9858881026
"
            APEX INTERNATIONAL SCHOOL,            660012
",apex_info@rediffmail.com,
"
            D R MODERN SR.SEC.SCHOOL            660033
",drmssravinder@sancharnet.in,
"
            DEEP INSTITUTE            660061
",missiondeeptrust@gmail.com,9256290217
"
            HBR INSTITUTE OF HEALTH,MEDICAL            660049
",711@yahoo.com,
"
            PANJAB MULTIPURPOSE INSTITUTE            660051
",pmipharmacy@yahoo.com,9592008999
"
            DESH BHAGAT INSTITUTE OF HOTEL            660050
",,
"
            GURU HARKKRISHAN ITI            M66017
",coordinatornios@gmail.com,
"
            UNIVERSAL I.T.C            660038
",,981573034
"
            CLASSIC BEAUTY PARLOUR AND            660011
",,
"
            F.S.MANN SILVER CREEK SCHOOL,            660028
",,941768020
"
            GOBIND COLLEGE OF PROFESSIONAL            660045
",gobindinstitution@yahoo.com,991530500
"
            ELITE'S EDUCATIONAL & YOUTH            660059
",,
"
            DESH BHAGAT TECHNICAL COLLEGE            660025
",,
"
            DESH BHAGAT TECHNICAL COLLEGE            660026
",,
"
            Gyan Jyoti Industrial Training            660027
",,941721241
"
            SHINING STARS            660009
",,
"
            SANT NAMDEV INSTITUTE OF MANAGEMENT            660042
",sntigal@gmail.com,
"
            MARIGOLD TECHNICAL COLLEGE            660053
",intrnational@rediffmail.com,
"
            NFCI EDUCATIONS PVT.LTD            660058
",nfciinstitute@gmail.com,9888011222
"
            PHULWARI PUBLIC SR.SEC.SCHOOL            660064
",phulwarischool.in@gmail.com,
"
            COMMUNITY POLYTECHNIC FOR            M66003
",,
"
            BENGAL INSTITUTE OF HEATH SCEI            660017
",sadbavbna100@yahoo.com,
"
            JEEVAN JYOTI VOCATIONAL TRAINING            660018
",nudeem2005@yahoo.com,
"
            JAN SHIKSHAN SANSTHAN            660020
",gadsldh@gmail.com,
"
            Guru harkishan Industiral            660030
",guruharkrishan_625@yahoo.co.ac.in,
"
            AVM EDUCATIONAL SOCIETY            660048
",,
"
            GLOBAL PROFESSIONAL COLLEGE            660035
",glo_in_edu@yahoo.co.in,9872037667
"
            GURU NANAK SR.SEC.SCHOOL            660037
",principal.gnps@yahoo.com,
"
            NEW ERA INDUSTIRAL TRAINING CENTRE            660032
",,9814683956
"
            JAN SHIKSHAN SANSTHAN            660008
",jssmohali@yahoo.com,
"
            SHASTRI MODEL SCHOOL            660021
",hastrymodelschool@rediffmail.com,
"
            HOTEL & CATERING MANAGEMENT INSTT.            660043
",hcmigroup@yahoo.com,
"
            GREEN FIELD PUBLIC HIGH SCHOOL            660054
",reenfield_school@yahoo.com,
"
            GENIUS PUBLIC SCHOOL            660055
",,
"
            MOHALI WELFARE SOCIETY FOR HEALTH            660056
",mohaliwelfaresociety@gmail.com,
"
            SHERWOOD CONVENT SCHOOL            660062
",convent@gmail.com,
"
            GURU NANAK  V.B.T. POLYTECHNIC            M66006
",gnvbtpoly@yahoo.co.in,9876187750
"
            MAHARAJA RANJIT SINGH COLLEGE            660036
",mrsc.malout@rediffmail.com,
"
            KIRPAL SAGAR ACADEMY            660063
",kirpalsagaracademy990@gmail.com,
"
            ALL J&K EX-SERVICEMEN WELFARE            660046
",,941912671
"
            BABA DEEP SINGH INDO-AMERICAN            660024
",harpreet35_2k@yahoo.com,9872460828
"
            MALWA INDUSTRIAL TRAINING CENTRE            660031
",malwa_rti@rediffmail.com,987611330
"
            S S INTERNATIONAL INSTITUTE OF            660034
",,9815707709
"
            BOSCO INSTITUTE OF RURAL            M66014
",birdkauli@yahoo.co.in,981569197
"
            SOCIAL WORK AND RURAL            660047
",,
"
            AMAR SHAHEED BABA AJIT JUJHAR            660052
",,
"
            KNIGHT'S INTERNATIONAL            660044
",kipsitions@gmail.com,
"
            SARASWATI VIDYA MANDIR SR.SECONDARY            660057
",rksaraswati08@gmail.com,"9872299297, 0981598410"
"
            ARYA SAMAJ BLOCK            660060
",aryasssdhuri@gmail.com,
"
            GURU NANAK CONVENT SCHOOL            M66016
",gcs_bhg@yahoo.co.in,941708657
"
            G.H.INSTITUTE OF ENGG.TECHNOLOGY            660040
",ghinstitute@yahoo.com,9815103541
"
            JAN SHIKSHAN SANSTHAN            750001
",anshikshansansthan_chd@yahoo.co.in,9888609069
"
            INDIAN NATIONAL PORTGAGE            750004
",tehal@sancharnet.in,9417372091
"
            RURAL INSTITUTE OF HEALTH CARE            750010
",drbains_80@yahoo.co.in,
"
            AANCHAL INTERNATIONAL SCHOOL            750013
",aanchalschool@gmail.com,
"
            MODEL JAIL            J75012
",kpkpindia@yahoo.co.in,
"
            Extention Training Centre            840024
",etchawalbagh@yahoo.com,9412327738
"
            NEW MODERN PUBLIC JR HIGH SCHOOL            840053
",,9927787695
"
            Unecess Research and Deve. SOC            840003
",,
"
            JAN SHIKSHAN SANSTHAN            840039
",jssbageshwaruk@gmail.com,
"
            Extention Training Center            840021
",,
"
            BAJAJ INSTITUTE OF LEARNING            840001
",bil.deafschool@gmail.com,941299233
"
            Sharp Memo. School for the Bli            840006
",,
"
            MANAVA BHARTI INDIA INTERNATIONAL            840007
",mbsdun@rediffmail.com,
"
            IVY MEMORIAL VOCATIONAL TRAINING            840033
",rajivnegi@rediffmail.com,9897366594
"
            JAN SHIKSHAN SANSTHAN            840034
",jssdehradun@gmail.com,945065023
"
            DR. AHUJAS' INSTITUTE OF IMAGING            840038
",,
"
            INSTITUTE OF COOPERATIVE MANAGEMENT            840040
",icmddml@rediffmail.com,941207551
"
            JANKI DEVI EDUATIONAL WELFARE            840044
",marketing.jdews@gmail.com,9634710057
"
            INFO INTERNATIONAL""INFO BUILDING""            840045
",rajeshpainuly@gmail.com,
"
            DEVBHOOMI INSTITUTE OF MANAGEMENT            840046
",dbimj@rediffmail.com,"9319285152, 8881688812"
"
            DAIMT            840047
",lataddn@rediffmail.com,9412056783
"
            DEV RISHI EDUCATIONAL SOCIETY(DRES)            840048
",dres_india@yahoo.com,
"
            AASRAA TRUST            840056
",aasraatrust@gmail.com,
"
            AMEESHI COMPUTER EDUCATION            840057
",,897923910
"
            DISTRICT JAIL DEHRADUN            J84032
",,
"
            DAFFODILS MANAGEMENT INSTITUTE            M71360
",management777@gmail.com,9759575359
"
            St. Agnes, High School,            M84013
",,
"
            Int. V. Meditation & Yoga Inst            840004
",,
"
            SMT COMPUTER INSTT.,BAL YOGESHWAR            840035
",smtemail@rediffmail.com,9719174443
"
            PRAGYA HOSPITAL & PARAMEDICAL            840036
",bsks2006@rediffmail.com,989716153
"
            Uphill-ACS National Public School            840005
",info@uphillacs.org,
"
            Jan Shikshan Sansthan            840017
",,
"
            NATIONAL PUBLIC JUNIOR HIGH SCHOOL            840051
",,
"
            U.S.R. INDU INTER COLLEGE            840052
",usrinducollege@gmail.com,
"
            SARVODAYA INSTITUTE OF HOTEL &            840058
",info@spvtiti.org,9810584737
"
            SWAMI VIVEKANAND EDUCATIONAL            840041
",prashant3500@gmail.com,9761578393
"
            HIMALAYAN INDUSTRIAL TRAINING            840043
",dar.ami@rediffmail.com,8126276005
"
            SARASWATI INSTITUTE OF TECHNOLOGY            840049
",naveenpundir@yahoomail.com,
"
            UTTARAKHAND PRIME HELPMATE INSTT.            840030
",hiltroncalc_pth@yahoo.com,975892877
"
            SANSKRITI SHIVANANDA DARSHAN TEMPLE            840037
",sanskritispa@gmail.com,
"
            SCHOOL OF TECHNICAL EDUCATION            840042
",,
"
            JAN SHIKSHAN SANSTHAN            840050
",jsshifeed@yahoo.com,
"
            Natinal Institute of Vocational g            550005
",pgambhir2001@yahoo.com,
"
            NATIONAL INSTITUTE OF FIRE            550077
",,946829410
"
            CENTRAL JAIL            J55080
",supdtamb.jail@hry.nic.in,981215305
"
            CHAWLA EDUCATIONAL INSTITUTE            550070
",vikaschawala@yahoo.com,
"
            RED CROSS INSTITUTE OF COMPUTER            550071
",rictbhiwani@yahoomail.com,
"
            CHETNA POLYTECHNIC FOR WOMEN            550021
",,
"
            SAVITIRI POLYTECHNIC FOR WOMEN            550025
",info@savitripolytechnic.co.in,"9810373703, 0129242458"
"
            EROS NURSERY TEACHERS TRAINING            550026
",eros_taneja@yahoo.com,
"
            ASHOK MEORIAL PUBLIC SCHOOL            550040
",ashok_mem@yahoo.co.in,
"
            NAVODAYA SARASWATI SCHOOL            550064
",saraswati@yahoo.com,
"
            ADARSH BAL VIDYA KENDRA            550084
",abvk_school@yahoo.co.in,
"
            CONSTRUCTION INDUSTRY DEVELOPMENT            550085
",,
"
            UNIVERSAL COLLEGE OF HEALTH            550090
",uchsindia@gmail.com,
"
            SAFFRON DEVI COLLEGE(SDC)            550094
",saffrondevicollege@gmail.com,
"
            JIVA INSTITUTE OF VEDIC SCIENCE            550099
",info@jiva.com,
"
            DISTRICT JAIL FARIDABAD            J55066
",,
"
            GANESH VOCATIONAL EDUCATION            550042
",nios_550042@rediffmail.com,"0946691323, 0925532309"
"
            MACRO SOFT EDUCATIONAL SOCIETY            550081
",,166722086
"
            GURU DRONACHARYA POLYTECHNIC            550105
",gdcollegebhuna@gmail.com,
"
            ANAND BHARTIYA            550012
",info@snsf.org,
"
            MARTIAL LNSTITUTE OF INDUSTIRAL            550029
",,9811745321
"
            PRAGATI POLYTECHNIC            550038
",pragatiedu@sify.com,9958255700
"
            PALLAVANJALI UPPALS SOUTH            550055
",renukaul@pallavan.com,981120708
"
            SUCHETA MEMORIAL SCHOOL            550059
",smsgurgaon@gmail.com,
"
            SHAHEED AMAR SINGH VOCATIONAL            550063
",,
"
            BIS INSTITUTE OF TECH.AND MGMT            550083
",bisitm.gurgaon@gmail.com,935063647
"
            SAMARTH COMMUNITY CENTRE            550089
",unominda@gmail.com,9818587525
"
            SAKSHAM CENTRE OF PROFESS. STUDIES            550093
",scope@aparaauto.com,
"
            SMT.GAYATRI MIDNA INSTITUTE FOR MED            550098
",vandana@jpmgroup.co.in,9582042053
"
            DISTRICT JAIL GURGAON            J55073
",supdtgrg.jail@hry.nic.in,
"
            MOTHER TERESA NURSERY            M55035
",,995825570
"
            International Vocational Training            550003
",ivti-hsr@yahoo.com,
"
            S L MINDA SKILL CENTRE            550067
",mcjoshi@mindabalgram.org,9729005099
"
            BORSTAL JAIL HISAR            J55068
",supdtjvnlhsr.jail@hry.nic.in,
"
            CENTRAL JAIL HISAR            J55069
",supdthsr.jail@hry.nic.in,
"
            ST. SOPHIA SENIOR SEC. SCHOOl            M55014
",ranavarsha@rediffmail.com,
"
            HOLY ANGEL HIGH SCHOOL            M55094
",holyangel1993@gmail.com,9896254866
"
            JEET ARYA SENIOR SECONDARY SCH            550047
",,
"
            GREEN VALLEY HIGH SCHOOL,            550048
",,9416228590
"
            SARASWATI HIGH SCHOOL            550107
",roshanlalsanehi53@gmaiol.com,9315317850
"
            Brahmaputra Education Academy            550031
",bprmsharma@gmail.com,9416186445
"
            DISTRICT JAIL            J55072
",supdt_krljail@hry.nic.in,
"
            Saraswati Sr. Sec. School            550006
",,
"
            SOCIETY FOR EDUCATION & WELFARE            550062
",sewamgarh@yahoo.co.in,
"
            MADARSA ISLAMIA QURESHIA            550079
",,"9813702553, 9728633966"
"
            UTOPIAN SENIOR SECONDARY SCHOOL            550088
",utopianschool.nios@rediffmail.com,999111450
"
            MEWAT MODERN ACADEMY GROUP OF INSTT            M55078
",,981235876
"
            HITECH COMPUTER CENTRE            M55091
",,981378051
"
            KHAZANI VOCATIONAL & PARAMEDICAL            550096
",ved_seh@gmail.com,
"
            RAMANUJAN EDUCATION AND            550097
",infor@ramanujan.edu.in,9215201023
"
            BHAWNA SR.SECONDARY SCHOOL            550102
",bhawnaschool@gmail.com,9255545842
"
            M.K.M COLLEGE OF VOCATIONAL            550095
",mkmcovehodal@gmail.com,
"
            BABA SAIN (PVT.)INDUSTRIAL            550082
",babasainiti@gmail.com,941667109
"
            MORNI COMMUNITY COLLEGE            550101
",,9812599472
"
            Panipat Jan Shikshan Sansthan,            550049
",,
"
            WEAVERS' SERVICE CENTRE            W55108
",wscpanipat75@gmail.com,
"
            Janta Kalyan Samiti            550010
",jks_mahlawat@yahoo.co.in,946635721
"
            Asia Technical Institute            550009
",asiatechrtk@sifi.com,9812120346
"
            TARA INDUSTRIAL TRAINING CENTRE            550018
",,9255641999
"
            BIITS VOCATIONAL EDUCATION INSTT.            550039
",biitsbln@gmail.com,941618441
"
            CHARAN SINGH MEMORIAL CONVENT SR.            550061
",charansingh.school2009@yahoo.com,"9255919409, 9953977288"
"
            RISHIKUL SANSKRIT COLLEGE            550106
",nardgroup@gmail.com,8199994105
"
            DISHA Vocational Training and            550017
",ino@dishasirsa.org,
"
            NEW VOCATIONAL TRAINING INSTITUTE            550060
",nvti@yahoo.co.in,
"
            INFORZEALOT COMPUTER TECHNOLOGY &            M55092
",infozealot@gmail.com,941616577
"
            Jan Shikshan Sansthan            550027
",jss_snp@rediffmail.com,
"
            BABA SHIVA INDUSTRIAL TRAINING            550065
",samiti@rediffmail.com,989612989
"
            ARYA PARAMEDICAL INSTITUTE,            550076
",surenderdahiya@hotmail.com,
"
            PRATHAM FIRE & VOCATIONAL            550103
",premvanshies2012@gmail.com,941660280
"
            BRAHM SHAKTI SR.SEC.SCHOOL            550104
",brahmshaktisss@gmail.com,
"
            MASS INFOTECH SOCIETY            550100
",csrproject@massinfotech.in,
"
            BAL SAHYOG            990006
",9166@yahoo.com,9868886132
"
            VIDYA TRAINING INSTITUTE            990013
",vidyains@ndb.vsnl.net.in,
"
            AHIMSA WOMEN'S POLYTECHNIC            990023
",vas_india@yahoo.com,
"
            SEWA BHARTI            990046
",,
"
            DAV INST.OF MANAGEMENT &VOC.STUDIES            990090
",,
"
            INDIAN ADULT EDUCATION ASSOCIA            990108
",iaea@vsnl.com,
"
            DAYANAND INST.OF MANAGEMENT STUDIES            990144
",sksharma_1964@rediffmail.com,
"
            NDMC CRAFT CENTRE            990222
",,
"
            ALL INDIA WOMEN'S CONFERENCE            990301
",aiwctc@gmail.com,
"
            TRAINING CUM PRODUCTION CENTRE-            990303
",,
"
            HUMAN ADVANCEMENT INSTITUTE            990317
",humananadvancement@hotmail.com,"9990777661, 9990777662"
"
            DR.B.L.KAPUR MAMORIAL HOSPITAL            990319
",info@blkhospital.com,
"
            GANDHI SAMARAK PRAKRITK CHIKITSA            990329
",,
"
            BUISNESS AND EMPLOYMENT BUREAU            M99314
",beb@airtelmail.in,
"
            COMMUNITY WELFARE ORGANISATION            990007
",,
"
            AMAR JYOTI            990016
",amarjoti@del2vsnl.net.in,
"
            SH. CHHEDALAL COMMERCIAL COLLEGE            990022
",chhedalal.edu@hotmail.com,9868882510
"
            UNIVERISTY COLLEGE OF MEDICAL            990032
",,
"
            SAMAJ SEVA SANGH            990067
",,
"
            SARVODAYA INSTITUTE OF EDU.            990069
",ntitute@hotmail.com,9911541104
"
            VISHWA BHARTI YOG SANSTHAN            990074
",pbhatial38@yahoo.co.in,9899866280
"
            BHARTIYA PARIVARDHAN SANSTHAN            990106
",bps_org@rediffmail.com,9958314001
"
            MADHAV SEVA KENDRA,SEWS BHARTI            990126
",,
"
            NANAK TRAINING INSTITUTE            990147
",sup@ndb.vsnl.net.in,
"
            DELHI COMPETITIVE & VOC. SOCIETY            990157
",ddcusngo@yahoo.com,9811717211
"
            EXE SOLUTIONS            990158
",exesolutions@rediffmail.com,
"
            RISHABAH INSTITUTE            990174
",,
"
            KASTURI DEVI VOCATIONAL INSTIT            990183
",,9811419114
"
            Aakashline Institute of            990200
",,
"
            ASHTHA INSTITUTE OF INFORMATION            990205
",,9813400056
"
            Satyam Institute Of Computer            990226
",satyam_int@indiatimes.com,9868021022
"
            SAGAR TRAINING CENTRE            990233
",vinodchandra@yahoo.com,
"
            INTERNATIONAL INSTITUTE OF            990239
",,
"
            ADARSH COMPUTER EDUCATION            990240
",adarsh_computercolege@yahoo.com,9818792230
"
            OSCAR POLYTECHNIC INSTITUTE            990252
",,
"
            A.C.M INSTITUTE            990257
",acm_institute123@yahoo.com,
"
            MANOVIKAS CHARITABLE SOCIETY            990263
",manovikasy2k@yahoo.com,
"
            COSMOS PUBLIC SCHOOL            990285
",cosmospublicschool@gmail.com,
"
            TRAINING CUM PRODUCTION CENTRE-            990304
",,
"
            TRAINING CUM PRODUCTION CENTRE            990307
",,9873775774
"
            PMTS OF INDIA            990321
",,
"
            ZENITH DANCE INSTITUTE PVT.LTD            990323
",info@zenithdancetroup.com,9810061003
"
            VIVEKANAND PRATISHTHAN PARISHAD,            990328
",pratishthanparishad@gmail.com,
"
            MAX SKILL FIRST LTD.            990337
",admission@maxskillfirst.com,8130330318
"
            ST.JOHN'S VOC.TRAINING CENTRE            M99017
",dbs@w3c.com,981024419
"
            SOPHIA EDUCATIONAL AND WELFARE            M99246
",,
"
            HOLY SPIRIT WELFARE AND EDUCATIONAL            M99298
",,997150373
"
            SHARMA INSTITUTE OF MANAGEMENT &            M99318
",simps.pms@gmail.com,7042059098
"
            SH. VIRENDRA GUPTA CHARITABLE            990019
",,
"
            GRAMOTHAN KALYAN PARISHAD            990033
",,
"
            DAV CENTENARY PUBLIC SCHOOL            990072
",,
"
            AIR FORCE VOCATIONAL COLLEGE            990075
",afvc_racecourse@yahoo.com.in,9811664112
"
            SATYAM INTERNATIONAL POLYTECH            990080
",,
"
            CHETNALAYA            990083
",chetna@bolnet.in,
"
            PANACEA NATIONAL PUBLIC SCHOOL            990087
",,9811994675
"
            BRAHM SHAKTI HOSPITAL & RES.CENTRE            990116
",are@bramshaktihospital.com,
"
            Women Institute of Voc. Studie            990141
",,
"
            VOCATIONAL TRAINING CENTRE            990145
",info@vssd.org,9818127336
"
            GANDHI SMRITI AND DARSHAN SAMITI            990154
",sitaaojha.gsds@gmail.com,
"
            SDM MODEL SR.SEC.SCHOOL,            990173
",rgesociety@yahoo.co.in,9312263447
"
            DREAMZ ACADEMY OF TECHNICAL            990182
",,
"
            Manvi Institute of edu & Techn            990184
",,9313212000
"
            AISE INST OF MANAGEMENT &TECHNOLOGY            990187
",aise97@rediffmail.com,9311568006
"
            S.M.S.S.S.S TECHNOLOGY INSTITUTE            990191
",,9312266719
"
            RAPID CAREER ACADEMY,            990206
",rapiocareeracademy@rediffmail.com,
"
            NDMC CRAFT CENTRE            990220
",,
"
            NDMC CRAFT CENTRE            990221
",,
"
            NORTH DELHI POLYTECHNIC FOR WO            990231
",ndse@yahoo.com,
"
            Jan Shikshan Sansthan            990237
",jss_prayas@rediffmail.com,
"
            R.D.SR.SEC.PUBLIC SCHOOL            990243
",rdpskrishanvihar@yahoo.com,
"
            SUNRISE YUVA JAGRITI KENDRA            990258
",prajapatishiksha@gmail.com,9210202422
"
            SARDAR PATEL ACADEMY & RESEARCH            990262
",gupta.rituraaj@gmail.com,9312988129
"
            MAHARAJA AGARSAIN PUBLIC SCHOOL            990281
",,
"
            VINAYAK HOSPITAL,            990283
",vinayak_hosp@yahoo.com,
"
            PC TRAINING INSTITUTE            990288
",info@pctiltd.com,
"
            SCHOOL FOR THE HANDICAPPED            990290
",irectorrehab@tecnia.in,
"
            GOLDEN BELLS PRE-SCHOOL,            990293
",adhyan99@yahoo.in,114702351
"
            GANESH EDUCATIONAL INSTITUTE &            990295
",sharmaravin999@yahoo.com,9810183948
"
            TAGORE INTERNATIONAL PUBLIC SCHOOL/            990302
",bpsharma1962@gmail.com,"9013337207, 0112761355"
"
            TRAINING CUM PRODUCTION CENTRE            990310
",,
"
            NOBLE INSTITUTE OF PROFESSIONAL            990322
",nips13@gmail.com,9810007732
"
            GANESH PARAMEDICAL COLLEGE &            990325
",gic786@yahoo.co.in,
"
            MAHARAJA AGRASEN PARAMEDICAL            990332
",madegreecollege@gmail.com,
"
            LOYOLA VOCATIONAL INSTITUTE            M99018
",georgepeter@vsnl.net,9899626394
"
            ANJUMAN TARAQQI URDU (HIND)            M99081
",urduadabndi@bol.net.in,9911899684
"
            HAZRAT INAYAT KHAN FOUNDATION            M99264
",,9990183927
"
            TEAM AND ASSOCIATION LEARNING            M99297
",,9810221954
"
            JAI HIND PUBLIC SR.SEC.SCHOOL            M99316
",akkvi964@gmail.com,9711991026
"
            REMAL INSTITUTE OF VOCATIONAL &            990266
",remalps@yahoo.com,
"
            DECENT PUBLIC SCHOOL            990314
",info@decentpublicschool.com,112751069
"
            NAV JYOTI INDIA FOUNDATION            990326
",mc.sharma@navjyoti.org.in,
"
            ACMT COLLEGE            990333
",acmtnios@gmail.com,9205366980
"
            WEAVERS' SERVICE CENTRE            W99338
",wscdelhi@gmail.com,
"
            TAMMANA SPECIAL SCHOOL            450021
",tamanassociation@gmail.com,9810809037
"
            DEEPALAYA SCHOOL            990004
",pradeep@deepalaya.org,
"
            KATHA SCHOOL OF ENTREPRENEURSHIP            990014
","kps@katha.org.anand', '_s_rana@hotmail.com",
"
            SHREE SANT NAGPAL VOCATIONAL            990015
",sanvtc990015@gmail.com,981150945
"
            AKSHAY PRATISHTHAN SCHOOL            990020
",akshayprati@vsnl.net,
"
            MANAVA BHARTI NURSERY TEACHER'S            990045
",,9311797695
"
            SEWA BHARTI SEWA VIDYA MANDIR            990049
",,
"
            INSTITUTE OF PUBLIC HEALTH& HY            990051
",iphh@iphhparamendic.org,
"
            DISTIRICT VOCATIONAL TRAININGCENTRE            990071
",,
"
            Aditya Institute of Technology            990110
",,
"
            MARTIAL INST.OFINDUSTRIAL SECURITY            990113
",dprasad100@hotmail.com,9350215567
"
            DELHI PUBLIC SCHOOL            990121
",dpsrkp@nda.vsnl.net.in,
"
            VOCATIONAL TRAINING COLLEGE            990159
",,
"
            RITINJALI            990186
",ritinjli@ritinjli.org,
"
            NDMC CRAFT CENTRE            990218
",,
"
            NDMC CRAFT CENTRE            990219
",,
"
            Prayas Juvienile Aid Centre            990238
",,
"
            ROSALIND MEDIRATTA INSTITUTE            990244
",rmi@nda.vsnl.net.in,
"
            DEEP MARKS COMPUTER (DMC)            990251
",,
"
            THE DIVINE LIGHT            990253
",,9868270671
"
            NEW SAMARPIT EDUCATIONAL            990256
",,9311797695
"
            SERVANTS OF THE PEOPLE SOCIETY            990260
",branch@gmail.com,
"
            SEVAKRAM NATUROPATHY CENTRE            990261
",branch@gmail.com,
"
            ASHOK INSTITUTE OF HOSPITALITY &            990271
",,
"
            MALVIYA PUBLIC SCHOOL            990272
",public@yahoo.com,
"
            GLOBAL INSTITUTE OF CONSTRUCTION            990289
",gicmar24@gmail.com,
"
            MOOLCHAND HOSPITAL            990291
",,
"
            SOCIAL ACTION FOUNDATION (SAF)            990300
",safnewdelhi@hotmail.com,9958650713
"
            TRAINING CUM PRODUCTION CENTRE            990306
",,9910968207
"
            TRAINING CUM PRODUCTION CENTRE            990308
",,
"
            TRAINING CUM PRODUCTION CENTRE            990312
",,
"
            MANAV BHARTI VOC. TRAINING CENTRE            990315
",anuanand14688@gmail.com,
"
            WOMEN TECHNICAL INSTITUTE            990316
",wti.nn@ndmcmail.gov.in,
"
            FR. ANGEL SCHOOL            M99026
",fasndelhi@vsnl.net.in,
"
            HAMDARD PUBLIC SCHOOL            M99197
",hysdclhi@leelijjwrt.com,
"
            SALVATION EDUCATION CENTRE FOR            M99284
",,981045386
"
            ANURAG (SOCIETY FOR THE UNDER            M99296
",anuragho@rediffmail.com,9810416376
"
            SHIKHAR ORGANIZATION FOR SOCIAL            M99313
",shikhar.ngo@gmail.com,
"
            COMM-IT ACADEMY            M99315
",admin@awadh.org,
"
            INSTITUTE OF SOCIAL SERVICE            M99317
",issdtara@gmail.com,8806829940
"
            SIMPATHY INSTITUTE OF HOMEOPATHIC            990280
",dihpdelhi@yahoo.com,
"
            BWWA VOCATIONAL TRAINING CENTRE            990320
",bwwa2013@gmail.com,
"
            SHANTI GYAN INTERNATIONAL SCHOOL            990330
",khuranrishi@hotmail.com,9810005251
"
            GURU PADAM JAIN PRASHIKSHAN KENDRA            990041
",gpj.prashikshankendrya@yahoo.com,9212558896
"
            SEWA BHARTI RAM MANDIR            990048
",,9717268266
"
            SARVODAYA KANYA VIDYALAYA NO.1            990052
",,
"
            PRERANA PUBLIC SEC SCHOOL            990070
",beauideal@rediffmail.com,
"
            SIDHARTH VOCATIONAL INSTITUTE            990093
",scstwds@gmail.com,9868229307
"
            USHA VOCATIONAL TRAINING CENTR            990099
",,9811280808
"
            KATHURIA EDU. & CULTURAL TRUST            990101
",,
"
            ALL INDIA INST. OF LOCAL SELF            990132
",aiilsgdrc@rediffmil.co.in,
"
            AALISHA POLYTECHNIC            990136
",alishpolytechnic@rediffmail.com,
"
            WEB INSTITUTE COMPUNTER TECHNOLOGY,            990171
",web_royal@yahoo.co.in,
"
            SHIV MODERN SCHOOL            990185
",shiv_modern@hotmail.com,
"
            USHA TAILORING EMBROIDERY DIPL            990195
",,9811134091
"
            GREAT MISSION TEACHER'S TRAINING            990196
",greatmission.education@gmail.com,9868169103
"
            NATIONAL INSTITUTE OF COMPUTER            990199
",nicevsindia@yahoo.com,9810092780
"
            RASHTRA SHAKTI VIDYALAYA SENIOR            990202
",vidyalaya_05@yahoo.co.in,
"
            P.D.Model Vocational Institute            990203
",,
"
            NETAJI SUBHASH POLYTECHNIC            990223
",nspdwarka@yahoo.com,"0921392254, 9990077707"
"
            IPD COLLEGE            990235
",idpcollege@yahoo.co.in,
